2025-12-28 16:44:45 | INFO | [a2dcb7af-0d21-42d3-8871-2ac218bd996e] | backend.llm.mock | [MOCK RESPONSE] Generating response for: analyst_agent
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[57:86]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_headers_finished with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[90:122]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_begin with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[160:179]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[181:205]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_headers_finished with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[209:211]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_begin with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[249:268]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[270:341]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[343:355]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[357:372]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_headers_finished with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[376:261885]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:262144]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:262144]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:262144]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:262144]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:115320]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_begin with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[115358:115377]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[115379:115442]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[115444:115456]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[115458:115473]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_headers_finished with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[115477:195680]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_begin with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[195718:195737]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[195739:195814]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[195816:195828]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_value with data[195830:195845]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_headers_finished with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[195849:262144]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_data with data[0:27474]
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_end with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_end with no data
2025-12-28 16:48:36 | INFO | [SYSTEM] | backend.services.document_service | [DocumentService] Evidence keskusteluhistoria SITRA.pdf processed. Extracted 41349 chars. Storage: backend\files\executions\110c165b-4432-4d8b-a2ad-877dddd25c20\keskusteluhistoria SITRA.pdf
2025-12-28 16:48:36 | INFO | [SYSTEM] | backend.services.document_service | [DocumentService] Evidence lopputuote sitra.pdf processed. Extracted 4993 chars. Storage: backend\files\executions\110c165b-4432-4d8b-a2ad-877dddd25c20\lopputuote sitra.pdf
2025-12-28 16:48:36 | INFO | [SYSTEM] | backend.services.document_service | [DocumentService] Evidence Reflektiodokumentti sitra.pdf processed. Extracted 1050 chars. Storage: backend\files\executions\110c165b-4432-4d8b-a2ad-877dddd25c20\Reflektiodokumentti sitra.pdf
2025-12-28 16:48:36 | INFO | [SYSTEM] | backend.api.execution_router | [Router] Triggering execution 110c165b-4432-4d8b-a2ad-877dddd25c20. Input sizes: {'history_file': 41349, 'product_file': 4993, 'reflection_file': 1050}
2025-12-28 16:48:36 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.engine | [WorkflowEngine] Starting execution 110c165b-4432-4d8b-a2ad-877dddd25c20
2025-12-28 16:48:36 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] State initialized with inputs: dict_keys(['history_file', 'product_file', 'reflection_file'])
2025-12-28 16:48:37 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: GuardAgent (Step ID: step_guard)
2025-12-28 16:48:37 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured GuardAgent with gemini/gemini-3-flash-preview (Provider: google)
2025-12-28 16:48:38 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_guard (Length: 12 parts)
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] Starting execution...
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.guard | [GuardAgent] Executing Python-based Banned Phrases Scan (Pre-Hook)...
2025-12-28 16:48:38 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.guard | [GuardAgent] No banned_phrases found in state.aux_data. Skipping scan.
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.guard | [GuardAgent] Running sanitize_input (Pre-Hook)...
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] >>> EXECUTION START <<<
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] MODEL: gemini/gemini-3-flash-preview | TEMP: 0.7 | TOKENS: 16384
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': None, 'mock_identity': 'GuardAgent'}
2025-12-28 16:48:38 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'GuardAgent' -> 'guard_agent'
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: guard_agent
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'guard_agent'. Returning generic fallback.
2025-12-28 16:48:38 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_guard
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] Updated state.step_guard
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] Lifecycle Hook: post_process
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.guard | [GuardAgent] Running ensure_tainted_data...
2025-12-28 16:48:38 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [GuardAgent] Execution completed.
2025-12-28 16:48:39 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: AnalystAgent (Step ID: step_analyst)
2025-12-28 16:48:39 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured AnalystAgent with gemini/gemini-3-flash-preview (Provider: google)
2025-12-28 16:48:40 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_analyst (Length: 12 parts)
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] Starting execution...
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] MODEL: gemini/gemini-3-flash-preview | TEMP: 0.7 | TOKENS: 16384
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': None, 'mock_identity': 'AnalystAgent'}
2025-12-28 16:48:40 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'AnalystAgent' -> 'analyst_agent'
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: analyst_agent
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'analyst_agent'. Returning generic fallback.
2025-12-28 16:48:40 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_analyst
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] Updated state.step_analyst
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] Lifecycle Hook: post_process
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [AnalystAgent] Execution completed.
2025-12-28 16:48:40 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: InteractionAnalystAgent (Step ID: step_interaction)
2025-12-28 16:48:40 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured InteractionAnalystAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:48:41 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_interaction (Length: 10 parts)
2025-12-28 16:48:41 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] Starting execution...
2025-12-28 16:48:41 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:41 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:48:41 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:48:41 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': 'step_interaction', 'mock_identity': 'InteractionAnalystAgent'}
2025-12-28 16:48:42 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'InteractionAnalystAgent' -> 'interaction_agent'
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: interaction_agent
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'interaction_agent'. Returning generic fallback.
2025-12-28 16:48:42 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_interaction
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] Updated state.step_interaction
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] Lifecycle Hook: post_process
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [InteractionAnalystAgent] Execution completed.
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: ProfilerAgent (Step ID: step_profiler)
2025-12-28 16:48:42 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured ProfilerAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:48:42 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_profiler (Length: 8 parts)
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] Starting execution...
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] >>> EXECUTION START <<<
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:48:42 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': 'step_profiler', 'mock_identity': 'ProfilerAgent'}
2025-12-28 16:48:43 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'ProfilerAgent' -> 'profiler_agent'
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: profiler_agent
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'profiler_agent'. Returning generic fallback.
2025-12-28 16:48:43 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_profiler
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] Updated state.step_profiler
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] Lifecycle Hook: post_process
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [ProfilerAgent] Execution completed.
2025-12-28 16:48:43 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: LogicianAgent (Step ID: step_logician)
2025-12-28 16:48:43 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured LogicianAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:48:44 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_logician (Length: 9 parts)
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] Starting execution...
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] >>> EXECUTION START <<<
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': None, 'mock_identity': 'LogicianAgent'}
2025-12-28 16:48:44 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'LogicianAgent' -> 'logician_agent'
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: logician_agent
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'logician_agent'. Returning generic fallback.
2025-12-28 16:48:44 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_logician
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] Updated state.step_logician
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] Lifecycle Hook: post_process
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicianAgent] Execution completed.
2025-12-28 16:48:44 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: LogicalFalsifierAgent (Step ID: step_falsifier)
2025-12-28 16:48:44 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured LogicalFalsifierAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:48:45 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_falsifier (Length: 9 parts)
2025-12-28 16:48:45 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] Starting execution...
2025-12-28 16:48:45 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:45 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] >>> EXECUTION START <<<
2025-12-28 16:48:45 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:48:45 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': None, 'mock_identity': 'LogicalFalsifierAgent'}
2025-12-28 16:48:46 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'LogicalFalsifierAgent' -> 'falsifier_agent'
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MOCK RESPONSE] Generating response for: falsifier_agent
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] No specific mock found for 'falsifier_agent'. Returning generic fallback.
2025-12-28 16:48:46 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | _update_state [id=2253676183328] Setting step_falsifier
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] Updated state.step_falsifier
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] Lifecycle Hook: post_process
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [LogicalFalsifierAgent] Execution completed.
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Running step: CausalAnalystAgent (Step ID: step_causal)
2025-12-28 16:48:46 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.core.runner | [PipelineRunner] Configured CausalAnalystAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:48:46 | DEBUG | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_causal (Length: 8 parts)
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [CausalAnalystAgent] Starting execution...
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [CausalAnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [CausalAnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.agents.base | [CausalAnalystAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:48:46 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000020CB76C37A0>, 'output_key': None, 'mock_identity': 'CausalAnalystAgent'}
2025-12-28 16:48:47 | WARNING | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:48:47 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:48:47 | INFO | [110c165b-4432-4d8b-a2ad-877dddd25c20] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'CausalAnalystAgent' -> 'causal_agent'
